"","glucose","glycerol","Na_50_stress","stationary","late_stationary"
"YP_003046388.1",3.98144956709119,4.06296037487628,3.79384235777431,2.58223050611022,1.33202218170074
"YP_003046389.1",3.82319208395717,3.3865301452247,3.27655576830115,2.58223050611022,3.32430054223362
"YP_003046390.1",6.70552151346711,5.81167663022883,5.50395976730607,11.5433425215185,11.1926044053122
"YP_003046391.1",6.7128543365742,7.19644268979618,6.65163052257587,4.23119153311507,5.52568436668098
"YP_003046392.1",8.22371030173571,7.93906248952033,8.18514528535627,7.93324294627961,8.40935769247992
"YP_003046395.1",11.1711420791784,10.5201755050289,11.1384029081956,9.87737220680452,9.53958298572573
"YP_003046396.1",6.42207993613236,6.40673167133046,6.29685556146965,7.227364881608,6.21316185363937
"YP_003046398.1",6.13588076002675,6.73759993511103,5.89115498158537,11.061800491778,10.9398429199355
"YP_003046399.1",10.7974569149061,10.8455537900252,10.9585994098453,13.4352102396328,12.9329319360888
"YP_003046402.1",3.5094684663768,3.14401304226087,1.33202218170074,2.58223050611022,3.98766754478884
"YP_003046404.1",5.06814566331166,4.41395208378039,3.86340991608854,6.11528660092363,4.2989586727291
"YP_003046419.1",4.6733102003085,3.8471638560298,2.75508765803742,4.75117189739001,4.2989586727291
"YP_003046420.1",10.4710472463267,10.2200459253364,10.3455990923488,9.32821380163012,9.32483741516088
"YP_003046424.1",3.43668078391127,2.42218373766244,3.47259649631468,5.36088758644456,7.0264510253021
"YP_003046425.1",8.12552820959844,8.209007906411,8.22088779061371,6.72205051570701,6.59494856323239
"YP_003046426.1",9.9150866471502,9.72974837298872,9.98556443595089,9.12488026352186,9.43425228757128
"YP_003046432.1",3.5094684663768,3.14401304226087,3.79384235777431,4.06415411074824,2.54024510924396
"YP_003046433.1",7.89043943057309,7.79472347976002,8.15186521245625,8.18339591848908,7.96670492013543
"YP_003046435.1",5.24112411245808,5.21996009063458,4.05305151166059,4.85593624427851,5.33751260943957
"YP_003046436.1",5.22061290388656,3.76690019640705,4.77443129686139,6.87832190605586,7.78276354293736
"YP_003046437.1",9.0732327945221,8.94430320647635,9.07842801037109,8.88811063404827,8.46390222662357
"YP_003046439.1",9.93715568925867,11.6351565830327,10.0465884021973,9.72793699439262,9.98807409155473
"YP_003046441.1",9.77507489690009,10.2026214959168,9.92381759058155,10.1570281018398,10.3484657588999
"YP_003046442.1",5.44924303776101,5.0976505119883,5.75566920643778,5.55919757266041,3.98766754478884
"YP_003046443.1",7.47793807135949,6.71706629679205,7.43937704109431,6.41678129520857,5.52568436668098
"YP_003046444.1",3.5094684663768,2.65259690623045,5.08959908178652,4.06415411074824,2.54024510924396
"YP_003046448.1",5.87306510122092,5.92357965616505,6.07308766826542,3.8740383270268,4.66507341245549
"YP_003046453.1",5.09094910740801,4.24948676041364,5.24989914869935,3.05220431369473,2.99711262522607
"YP_003046458.1",5.61533526365241,6.24395804354547,5.68281251396417,5.21156925078283,5.19674970730068
"YP_003046460.1",7.22973640584258,7.37083171610979,7.1735431010283,6.74930101031465,5.79305988328692
"YP_003046461.1",6.4661487764427,11.6145004449495,6.72591619512528,7.61568393514066,7.34155288717848
"YP_003046464.1",3.5094684663768,2.65259690623045,3.64290338208676,3.05220431369473,4.55329196948072
"YP_003046465.1",5.67673788890567,5.81167663022883,5.48263752717008,4.75117189739001,4.55329196948072
"YP_003046467.1",4.94831431285135,6.38084868305052,7.53542138470794,4.95350409702843,5.40302115202414
"YP_003046471.1",6.4310022367676,6.66441443137924,5.92312082584174,4.23119153311507,3.80086989736364
"YP_003046472.1",6.87850001441011,7.18153606526654,6.98982298606744,8.59722544811293,7.93395548038352
"YP_003046473.1",6.89792863846169,7.79472347976002,7.04888561810466,9.31460306304148,9.24699387944195
"YP_003046474.1",7.88720376244298,7.86636977349232,8.05437631712564,6.97381913459836,7.95587084971626
"YP_003046480.1",8.60474390995578,8.86723796254608,9.03528151186924,15.3255051381895,14.8995717057271
"YP_003046481.1",4.78977906413492,4.92836215634362,4.58602007638064,5.43008508218018,4.95559491133362
"YP_003046482.1",5.06814566331166,5.35945742445305,4.87652072995597,3.38751980128546,3.80086989736364
"YP_003046485.1",9.13591222029589,9.28654739014508,9.25961408193308,11.0330004816089,10.3170645107736
"YP_003046486.1",8.92808242801238,8.75846680721322,8.96995199226041,8.61953715907099,8.55286122874297
"YP_003046487.1",8.26168518508131,8.49173128102062,8.29592713411638,8.19334687769259,7.85451816621709
"YP_003046490.1",10.9334532166703,11.0388137730096,11.1670005567326,12.5857455222863,11.7719081148654
"YP_003046491.1",6.52566420781986,6.54132701204969,6.86390128734737,7.28434968481353,7.22002310399015
"YP_003046492.1",13.5312109557086,13.9430905958817,13.6851379496628,15.5043757034897,14.7532762023578
"YP_003046495.1",8.13919309020847,8.74078471041989,8.52893051975717,9.13524109399048,8.46390222662357
"YP_003046496.1",9.35080130853711,9.26373484737274,9.47000488531446,8.27994508993945,8.62302014345566
"YP_003046497.1",5.59956519121787,5.24896902145309,5.62563647229801,5.83878835016918,6.70261605281801
"YP_003046504.1",8.33950390269107,7.57282006330101,8.32009716453492,8.61953715907099,8.86805265010937
"YP_003046513.1",8.04651625780091,7.50259942631893,8.22088779061371,10.3650043341794,10.5219101117854
"YP_003046519.1",3.5094684663768,4.96386718133085,3.72049554194664,7.76994660115159,2.54024510924396
"YP_003046523.1",5.04497177151967,3.8471638560298,4.66441996212522,5.28817547468299,5.19674970730068
"YP_003046526.1",13.2047168494959,13.6814868781875,13.3532088785118,14.4407677055234,14.879648458468
"YP_003046528.1",7.08470399951465,7.02332496594121,7.8370833794961,5.55919757266041,6.31850841938926
"YP_003046529.1",7.2039560785854,7.42245850479115,7.31257739771762,5.83878835016918,6.35197792373501
"YP_003046530.1",8.80489988094346,9.02164946361158,8.97376587973828,10.2240848333322,9.90321479476578
"YP_003046534.1",5.48403620006015,5.83094269938755,5.52496957075889,8.4389507306294,8.20494465491779
"YP_003046539.1",11.1493636840794,10.9147701329727,11.3727250816567,17.4805841296183,17.3142117897768
"YP_003046540.1",13.3118323622402,12.6394779532655,13.7744870554499,19.3619290596705,19.4379614907536
"YP_003046547.1",5.83319463457912,3.27110754654982,6.0149635943627,6.07273922825449,5.74342034514805
"YP_003046549.1",3.3595547492805,3.00218292088722,3.27655576830115,1.33202218170074,2.99711262522607
"YP_003046554.1",3.93071005764641,3.4924261970438,3.47259649631468,4.23119153311507,4.43187767418663
"YP_003046556.1",7.71904564227172,7.66678746212947,7.7945858579379,7.97998258625933,8.07079221063413
"YP_003046557.1",7.67469226971294,7.57852032485796,7.85373787342991,9.1608222284013,8.47911493194807
"YP_003046572.1",6.7128543365742,7.15125234638268,7.13317644096846,5.73339075205447,5.46566452146588
"YP_003046573.1",6.70552151346711,7.00650536683182,7.01225599515648,6.15661191662518,6.21316185363937
"YP_003046575.1",2.61509624157642,2.1118264919796,3.27655576830115,2.58223050611022,4.15203788520212
"YP_003046576.1",11.7478268332766,12.7400052369609,11.9761544036571,12.5824365890425,12.7012274444236
"YP_003046582.1",3.27747574130422,3.68154912299497,3.37831894000469,3.05220431369473,2.54024510924396
"YP_003046583.1",2.99265653436466,3.92294343840458,3.04417539313256,3.05220431369473,5.84104150658225
